종,위도,경도,카운트,ID
갈참나무,126.6882917,37.42941667,1,71
갈참나무,126.6951311,37.77958611,1,72
갈참나무,126.7116667,37.13638889,1,73
갈참나무,126.7268611,35.36736111,1,74
갈참나무,126.7373331,36.943,1,75
갈참나무,126.7565561,37.7975,1,76
갈참나무,126.7617331,37.79373889,1,77
갈참나무,126.7666669,36.84166694,1,78
갈참나무,126.7699139,36.58546889,1,79
갈참나무,126.7797222,37.45722222,1,80
갈참나무,126.7812444,36.30836667,1,81
갈참나무,126.7825,36.88622194,1,82
갈참나무,126.790345,37.69234889,1,83
갈참나무,126.7977778,35.60888889,1,84
갈참나무,126.8104722,36.42852778,1,85
갈참나무,126.8172222,34.87125,1,86
갈참나무,126.8198417,37.09385278,1,87
갈참나무,126.8326944,37.36991667,1,88
갈참나무,126.8380556,34.61416667,1,89
갈참나무,126.8386194,35.01111944,1,90
갈참나무,126.8496222,36.15495,1,91
갈참나무,126.853,34.87280556,1,92
갈참나무,126.854705,37.542175,1,93
갈참나무,126.8571111,37.36725,1,94
갈참나무,126.8578611,35.01332778,1,95
갈참나무,126.858125,36.70313889,1,96
갈참나무,126.8592222,37.36972222,1,97
갈참나무,126.8605167,34.60715,1,98
갈참나무,126.8629139,37.88633306,1,99
갈참나무,126.8669278,35.01109167,1,100
갈참나무,126.8707444,35.00950556,1,101
갈참나무,126.8777778,36.05694444,1,102
갈참나무,126.8840833,37.36452778,1,103
갈참나무,126.9031111,34.87002778,1,104
갈참나무,126.9055556,36.09027778,1,105
갈참나무,126.9076781,36.52636389,1,106
갈참나무,126.9084444,36.42330556,1,107
갈참나무,126.9086667,34.90411111,1,108
갈참나무,126.9128611,34.90866667,1,109
갈참나무,126.9139781,36.52790806,1,110
갈참나무,126.9222472,37.186175,1,111
갈참나무,126.9321778,37.06333611,1,112
갈참나무,126.9386811,37.7353,1,113
갈참나무,126.9419719,37.60491694,1,114
갈참나무,126.9436111,37.60483306,1,115
갈참나무,126.9445556,36.20986111,1,116
갈참나무,126.95695,34.64046667,1,117
갈참나무,126.9605278,36.28536111,1,118
갈참나무,126.9836111,34.32333333,1,119
갈참나무,127.0049722,37.34802778,1,120
갈참나무,127.0066944,36.44358333,1,121
갈참나무,127.0101111,36.23672222,1,122
갈참나무,127.0117781,36.73645806,1,123
갈참나무,127.0130167,34.69168333,1,124
갈참나무,127.0155556,37.33908333,1,125
갈참나무,127.0183611,34.77486111,1,126
갈참나무,127.023,37.32994444,1,127
갈참나무,127.0277222,37.32641667,1,128
갈참나무,127.0408333,36.01722222,1,129
갈참나무,127.0444444,36.03888889,1,130
갈참나무,127.0538889,37.44305556,1,131
갈참나무,127.0577222,37.31436111,1,132
갈참나무,127.0644722,36.34916667,1,133
갈참나무,127.0711189,36.57007194,1,134
갈참나무,127.0778889,36.89291694,3,135
갈참나무,127.0911111,35.99166667,2,136
갈참나무,127.0911111,35.99666667,1,137
갈참나무,127.0922,37.94498111,1,138
갈참나무,127.0975556,34.92522222,1,139
갈참나무,127.101,37.07377222,1,140
갈참나무,127.1031939,36.87436111,1,141
갈참나무,127.1169472,37.13506389,1,142
갈참나무,127.1485556,35.17002778,1,143
갈참나무,127.1508611,36.01513889,1,144
갈참나무,127.1536111,38.12811111,1,145
갈참나무,127.1591669,36.55447194,1,146
갈참나무,127.177825,34.80211389,1,147
갈참나무,127.1806778,34.80080556,1,148
갈참나무,127.1857944,37.05279444,1,149
갈참나무,127.1905,37.21275278,1,150
갈참나무,127.1937219,36.83455611,1,151
갈참나무,127.1942778,37.36166667,2,152
갈참나무,127.1946389,37.36138889,1,153
갈참나무,127.1952778,34.72361111,1,154
갈참나무,127.2049111,37.72000806,1,155
갈참나무,127.205,36.31,2,156
갈참나무,127.2088889,36.29611111,1,157
갈참나무,127.211822,37.436703,1,158
갈참나무,127.2175333,35.28011667,1,159
갈참나무,127.2177778,36.29361111,1,160
갈참나무,127.22275,36.40727778,1,161
갈참나무,127.227098,37.450337,1,162
갈참나무,127.2280561,36.89783306,2,163
갈참나무,127.2387861,36.86833611,1,164
갈참나무,127.2388889,34.56361111,1,165
갈참나무,127.2428169,36.68766111,1,166
갈참나무,127.2430331,37.50396889,1,167
갈참나무,127.2446944,36.21911111,1,168
갈참나무,127.2565389,37.67458611,1,169
갈참나무,127.2608778,34.5579,1,170
갈참나무,127.2663889,37.34369444,1,171
갈참나무,127.2676944,37.4825,1,172
갈참나무,127.2687969,37.75857806,1,173
갈참나무,127.2769444,36.31583333,1,174
갈참나무,127.2770056,37.20511944,1,175
갈참나무,127.2816667,35.56527778,1,176
갈참나무,127.2829444,37.48122222,1,177
갈참나무,127.2874444,37.36597222,1,178
갈참나무,127.2898031,36.91845806,1,179
갈참나무,127.2901389,37.66652806,1,180
갈참나무,127.2969919,37.57191111,1,181
갈참나무,127.3028689,37.57051694,1,182
갈참나무,127.3029331,37.5713,1,183
갈참나무,127.3073806,34.79879722,1,184
갈참나무,127.3112081,36.96482194,2,185
갈참나무,127.3215917,34.95473333,1,186
갈참나무,127.3279167,37.48630556,1,187
갈참나무,127.3294583,36.04572778,1,188
갈참나무,127.3319444,34.63,1,189
갈참나무,127.3443219,36.86729389,1,190
갈참나무,127.3444472,37.07068889,1,191
갈참나무,127.3453167,35.26578333,1,192
갈참나무,127.34725,35.16947222,1,193
갈참나무,127.35,36.22861111,1,194
갈참나무,127.3502581,36.84701694,1,195
갈참나무,127.3613889,36.03944444,1,196
갈참나무,127.369,37.48936111,1,197
갈참나무,127.3716667,36.21555556,1,198
갈참나무,127.3733889,37.41875,1,199
갈참나무,127.3759722,38.19969444,1,200
갈참나무,127.377125,34.76392778,2,201
갈참나무,127.3772778,37.42002778,1,202
갈참나무,127.3835222,38.00989167,1,203
갈참나무,127.3852583,37.54305556,1,204
갈참나무,127.38775,37.41136111,1,205
갈참나무,127.3884719,37.66352806,1,206
갈참나무,127.395256,37.026494,1,207
갈참나무,127.396066,37.012128,1,208
갈참나무,127.402298,37.011895,1,209
갈참나무,127.4042781,37.69319389,1,210
갈참나무,127.4102811,37.70764389,1,211
갈참나무,127.4143222,38.06898889,1,212
갈참나무,127.4255917,34.51626667,1,213
갈참나무,127.4366667,34.69527778,1,214
갈참나무,127.44,36.19888889,1,215
갈참나무,127.4446111,38.03675,1,216
갈참나무,127.4508417,34.95708056,1,217
갈참나무,127.451361,37.152389,1,218
갈참나무,127.4613889,36.07722222,1,219
갈참나무,127.4623889,37.83705611,1,220
갈참나무,127.466504,37.15588,1,221
갈참나무,127.468216,37.156789,1,222
갈참나무,127.4941169,37.58684194,1,223
갈참나무,127.5117861,34.97530556,1,224
갈참나무,127.5273611,37.83011111,1,225
갈참나무,127.533632,36.049063,1,226
갈참나무,127.5437778,37.80625,1,227
갈참나무,127.5468333,36.45863889,1,228
갈참나무,127.555694,37.144556,1,229
갈참나무,127.555833,37.144194,1,230
갈참나무,127.5558611,37.77788889,1,231
갈참나무,127.556197,37.14948,1,232
갈참나무,127.556285,37.140739,1,233
갈참나무,127.55775,37.140361,1,234
갈참나무,127.558867,37.14485,1,235
갈참나무,127.5607222,36.23466667,1,236
갈참나무,127.561304,37.141298,1,237
갈참나무,127.5618056,37.04547222,1,238
갈참나무,127.5618278,36.83152222,1,239
갈참나무,127.5705278,37.06844444,1,240
갈참나무,127.5732222,37.07116667,1,241
갈참나무,127.5738,35.54355556,1,242
갈참나무,127.574171,37.07109,1,243
갈참나무,127.575029,37.050858,1,244
갈참나무,127.578123,37.060066,1,245
갈참나무,127.5893611,36.45611111,1,246
갈참나무,127.5899833,35.44993333,1,247
갈참나무,127.5936111,37.90222222,1,248
갈참나무,127.59675,37.92997222,1,249
갈참나무,127.6003889,34.81541111,1,250
갈참나무,127.6007222,36.23047222,1,251
갈참나무,127.6045,37.28508333,1,252
갈참나무,127.6045561,37.80597194,1,253
갈참나무,127.6048833,34.81271944,1,254
갈참나무,127.6081389,37.72277806,2,255
갈참나무,127.6236667,37.84333333,1,256
갈참나무,127.6322778,37.91961111,1,257
갈참나무,127.639,35.45618333,1,258
갈참나무,127.6390833,37.92563889,1,259
갈참나무,127.6391167,34.92670278,1,260
갈참나무,127.6420278,37.97594722,1,261
갈참나무,127.6430278,37.92975,1,262
갈참나무,127.6471944,34.94318889,1,263
갈참나무,127.6479167,37.93666667,1,264
갈참나무,127.6508061,37.93330611,1,265
갈참나무,127.6579444,37.15172222,1,266
갈참나무,127.6585528,37.15291667,1,267
갈참나무,127.6707778,37.09288889,3,268
갈참나무,127.6728889,36.47894444,1,269
갈참나무,127.6768889,37.14733333,1,270
갈참나무,127.6778056,37.08686111,1,271
갈참나무,127.6783061,37.65969389,4,272
갈참나무,127.6812778,37.15441667,2,273
갈참나무,127.6812833,36.83408889,1,274
갈참나무,127.68425,37.15288889,1,275
갈참나무,127.6856944,36.06229167,1,276
갈참나무,127.6885556,37.93788889,1,277
갈참나무,127.6915194,34.81706667,2,278
갈참나무,127.6924444,36.40663889,1,279
갈참나무,127.6943014,37.07226333,1,280
갈참나무,127.6982111,36.06735,1,281
갈참나무,127.6987972,34.82138889,1,282
갈참나무,127.7036222,36.81606111,1,283
갈참나무,127.7059031,35.71425611,1,284
갈참나무,127.7168333,36.41002778,1,285
갈참나무,127.719517,37.32065,1,286
갈참나무,127.7203367,37.07707667,2,287
갈참나무,127.7203975,37.07781222,3,288
갈참나무,127.7359861,37.04721944,2,289
갈참나무,127.7485556,37.07719444,2,290
갈참나무,127.7502778,35.24347222,1,291
갈참나무,127.7732139,34.68045556,1,292
갈참나무,127.7813333,36.23630556,1,293
갈참나무,127.7832778,37.07105556,3,294
갈참나무,127.784425,35.68735611,1,295
갈참나무,127.7940556,37.06186111,1,296
갈참나무,127.80075,36.07711111,1,297
갈참나무,127.8165169,35.583025,1,298
갈참나무,127.8251389,37.20941667,1,299
갈참나무,127.8267222,37.201,2,300
갈참나무,127.8350972,37.18218611,1,301
갈참나무,127.8392222,36.20455556,1,302
갈참나무,127.83925,36.20413889,1,303
갈참나무,127.8421944,36.19825,1,304
갈참나무,127.8435,36.20425,1,305
갈참나무,127.8483331,37.95211111,1,306
갈참나무,127.8504169,37.74130611,1,307
갈참나무,127.8509806,37.161975,1,308
갈참나무,127.8529194,34.99075,1,309
갈참나무,127.8547169,35.57464194,1,310
갈참나무,127.8558889,36.20113889,1,311
갈참나무,127.8579719,37.75244389,2,312
갈참나무,127.8586389,37.18538889,1,313
갈참나무,127.8611111,36.19513889,1,314
갈참나무,127.8611389,36.1965,1,315
갈참나무,127.8635,37.18361111,2,316
갈참나무,127.8636028,37.21375833,2,317
갈참나무,127.8645333,34.99529444,1,318
갈참나무,127.8728056,36.05722222,1,319
갈참나무,127.8872778,36.15513889,1,320
갈참나무,127.9168611,37.10836111,2,321
갈참나무,127.9212667,38.17420556,1,322
갈참나무,127.9256189,35.59576389,1,323
갈참나무,127.9460833,37.11333333,1,324
갈참나무,127.9625831,35.71522194,1,325
갈참나무,127.9647219,35.41586111,1,326
갈참나무,127.9648611,37.11969444,1,327
갈참나무,127.98,36.23980556,1,328
갈참나무,128.0028028,34.86878889,2,329
갈참나무,128.0085139,34.71821111,1,330
갈참나무,128.0132444,38.056675,1,331
갈참나무,128.0184167,36.08027778,1,332
갈참나무,128.0221444,34.84446389,1,333
갈참나무,128.0235556,36.08991667,1,334
갈참나무,128.0543331,35.67033306,1,335
갈참나무,128.0619722,36.16716667,1,336
갈참나무,128.0837222,36.18672222,1,337
갈참나무,128.0864167,36.19066667,1,338
갈참나무,128.08675,36.19119444,1,339
갈참나무,128.088638,36.655357,1,340
갈참나무,128.0904694,34.99813611,1,341
갈참나무,128.1002167,34.96931667,1,342
갈참나무,128.1009444,36.14155556,1,343
갈참나무,128.1075917,34.96469722,1,344
갈참나무,128.1222219,35.85833306,1,345
갈참나무,128.1425833,36.24316667,1,346
갈참나무,128.1426667,37.24690278,1,347
갈참나무,128.145538,36.696819,1,348
갈참나무,128.1678056,37.83438889,1,349
갈참나무,128.17125,35.09691667,1,350
갈참나무,128.1727944,38.04095278,1,351
갈참나무,128.1880281,35.76377806,1,352
갈참나무,128.1921639,35.74308611,1,353
갈참나무,128.202786,36.205836,1,354
갈참나무,128.2128389,35.52480306,1,355
갈참나무,128.2275,35.30833333,2,356
갈참나무,128.2710889,37.38219444,1,357
갈참나무,128.2887889,34.63648889,1,358
갈참나무,128.2929969,35.47311111,1,359
갈참나무,128.295467,36.255806,1,360
갈참나무,128.3,35.49166694,1,361
갈참나무,128.3039722,37.82316667,1,362
갈참나무,128.3054239,35.53974611,1,363
갈참나무,128.316325,37.31900833,1,364
갈참나무,128.3219919,35.46155306,1,365
갈참나무,128.3280811,35.64091111,2,366
갈참나무,128.3304439,35.64075,1,367
갈참나무,128.3347306,37.28854444,1,368
갈참나무,128.345725,37.19977222,1,369
갈참나무,128.3463331,35.58686111,1,370
갈참나무,128.351575,36.125462,1,371
갈참나무,128.3518889,37.20125556,1,372
갈참나무,128.3605556,36.48833333,1,373
갈참나무,128.3622222,37.10377222,1,374
갈참나무,128.3680806,37.06923889,1,375
갈참나무,128.370093,36.125145,1,376
갈참나무,128.3742306,37.19795278,1,377
갈참나무,128.3897222,36.30472222,1,378
갈참나무,128.3958333,35.18111111,1,379
갈참나무,128.4136111,35.19638889,1,380
갈참나무,128.41625,35.2025,1,381
갈참나무,128.440988,35.420503,1,382
갈참나무,128.4452194,37.09651667,1,383
갈참나무,128.451932,36.235292,1,384
갈참나무,128.4621861,37.03971389,1,385
갈참나무,128.4808556,37.23337778,1,386
갈참나무,128.48525,35.39611111,1,387
갈참나무,128.5116111,38.29722222,1,388
갈참나무,128.5119444,37.97138889,1,389
갈참나무,128.5215889,37.23556389,1,390
갈참나무,128.525,36.825,1,391
갈참나무,128.5361111,37.93522222,1,392
갈참나무,128.5388889,35.46305556,1,393
갈참나무,128.5612028,36.44469167,1,394
갈참나무,128.5652281,36.91770306,1,395
갈참나무,128.575,35.46666667,1,396
갈참나무,128.5994444,36.2575,1,397
갈참나무,128.6038389,37.08907222,1,398
갈참나무,128.6481111,35.73476389,1,399
갈참나무,128.6824111,37.09954444,1,400
갈참나무,128.6833331,36.85,1,401
갈참나무,128.6985028,35.79993333,2,402
갈참나무,128.7294,37.20014167,1,403
갈참나무,128.7322581,35.578075,1,404
갈참나무,128.7687778,36.50869444,1,405
갈참나무,128.7745281,35.69759,1,406
갈참나무,128.7886667,35.7686,1,407
갈참나무,128.8226689,35.57440611,1,408
갈참나무,128.8582833,35.82635,1,409
갈참나무,128.87465,35.82579444,1,410
갈참나무,128.9022778,37.14866667,1,411
갈참나무,128.9100028,35.27241111,1,412
갈참나무,128.9616417,37.27772222,1,413
갈참나무,128.9688889,35.64972194,1,414
갈참나무,128.975675,36.16165556,1,415
갈참나무,129.0223611,37.09416667,1,416
갈참나무,129.034234,35.820984,1,417
갈참나무,129.0464444,36.51952778,1,418
갈참나무,129.0588083,37.41692222,1,419
갈참나무,129.0768831,35.5028,1,420
갈참나무,129.0821833,37.44305556,1,421
갈참나무,129.1080833,36.31369444,1,422
갈참나무,129.1109169,35.63870611,1,423
갈참나무,129.1324778,35.32010556,1,424
갈참나무,129.1373028,35.40081944,1,425
갈참나무,129.1503333,37.09080556,1,426
갈참나무,129.1525,35.76166667,1,427
갈참나무,129.1579444,37.12152778,1,428
갈참나무,129.2014861,36.73380556,1,429
갈참나무,129.2583581,35.61317194,1,430
갈참나무,129.3711111,36.60444444,1,431
갈참나무,129.3854831,36.9633,1,432
갈참나무,129.3986831,36.86458306,1,433
갈참나무,129.3992469,36.87096694,1,434
갈참나무,129.4163361,35.89073611,1,435
감나무,125.6889917,37.66815,1,436
감나무,126.1068611,37.16975,1,437
감나무,126.1206944,37.22161111,1,438
감나무,126.1469444,35.29388889,1,439
감나무,126.1999722,37.666183,1,440
감나무,126.2936944,33.95622222,1,441
감나무,126.382675,34.60314722,1,442
감나무,126.4454719,37.00222194,1,443
감나무,126.4516806,36.36026944,1,444
감나무,126.4815139,33.24524444,1,445
감나무,126.5478056,33.24363889,1,446
감나무,126.5522222,35.18583333,1,447
감나무,126.5887781,36.72711111,1,448
감나무,126.5975,35.2675,1,449
감나무,126.5978056,33.52694444,1,450
감나무,126.6035169,36.76194389,1,451
감나무,126.6086667,33.24172222,1,452
감나무,126.6100833,33.24125,1,453
감나무,126.6108333,33.24175,1,454
감나무,126.6174439,36.53027806,1,455
감나무,126.6734833,36.11881944,1,456
감나무,126.6775,33.54744444,1,457
감나무,126.6858333,34.35805556,1,458
감나무,126.6958028,36.27595833,1,459
감나무,126.7097778,33.51783333,1,460
감나무,126.7122778,33.51727778,1,461
감나무,126.7153611,33.51863889,1,462
감나무,126.7353139,35.91985833,1,463
감나무,126.7993278,36.07707222,1,464
감나무,126.8053056,33.47622222,1,465
감나무,126.8056667,36.44138889,1,466
감나무,126.8069722,33.47736111,1,467
감나무,126.8085556,33.47658333,1,468
감나무,126.84015,34.58236667,1,469
감나무,126.8998889,33.50172222,1,470
감나무,126.9008333,36.20502778,1,471
감나무,126.9022778,33.50172222,1,472
감나무,126.907,36.42113889,1,473
감나무,126.9311,34.54773333,1,474
감나무,127.0049722,37.34802778,1,475
감나무,127.0246111,36.48052778,1,476
감나무,127.0545,37.3125,1,477
감나무,127.0651389,36.34969444,1,478
감나무,127.0660861,34.44526667,1,479
감나무,127.0911111,35.99166667,1,480
감나무,127.1803611,34.7893,1,481
감나무,127.1908667,35.34088333,1,482
감나무,127.2033056,36.21616667,1,483
감나무,127.2676944,37.4825,1,484
감나무,127.2722281,37.56869389,1,485
감나무,127.2848889,37.36472222,1,486
감나무,127.2874444,37.36597222,1,487
감나무,127.2920667,34.53506111,1,488
감나무,127.3073806,34.79879722,1,489
감나무,127.3182111,34.80687778,1,490
감나무,127.3536111,36.02472222,1,491
감나무,127.3626333,37.061975,1,492
감나무,127.3806611,34.54081667,1,493
감나무,127.3967222,37.46427778,1,494
감나무,127.5059806,34.971625,1,495
감나무,127.5468333,36.45863889,1,496
감나무,127.5523111,36.83646389,1,497
감나무,127.5733611,36.46591667,1,498
감나무,127.5893611,36.45611111,1,499
감나무,127.6190278,35.44188889,1,500
감나무,127.6206944,36.20972222,1,501
감나무,127.6669194,36.21781111,1,502
감나무,127.6711583,36.21115833,1,503
감나무,127.7082056,34.73893889,1,504
감나무,127.7635,36.02125,1,505
감나무,127.7745278,36.03761111,1,506
감나무,127.7780278,36.12322222,1,507
감나무,127.7996111,36.17311111,1,508
감나무,127.8159722,36.19305556,1,509
감나무,127.8700306,34.83573056,1,510
감나무,127.8946667,36.16694444,1,511
감나무,127.8990556,36.14397222,1,512
감나무,127.9299167,36.18663889,1,513
감나무,127.9376083,34.79166667,1,514
감나무,127.9628889,36.21208333,1,515
감나무,127.9683056,36.23127778,1,516
감나무,127.98,36.23980556,1,517
감나무,128.0184167,36.08027778,2,518
감나무,128.0427778,36.13447222,1,519
감나무,128.089737,36.654335,1,520
감나무,128.1020833,36.14708333,1,521
감나무,128.1208056,36.09894444,1,522
감나무,128.1522389,38.09045,1,523
감나무,128.1892694,34.69905,1,524
감나무,128.2133333,35.325,1,525
감나무,128.2887889,34.63648889,1,526
감나무,128.3325556,36.97752778,1,527
감나무,128.39571,34.84863,1,528
감나무,128.5612028,36.44469167,1,529
감나무,128.6120556,37.97238889,1,530
감나무,128.6499581,35.74376111,1,531
감나무,128.9268778,35.87993056,1,532
감나무,128.9286028,35.88259722,1,533
감나무,128.9287278,35.88441111,1,534
감나무,128.9494556,36.15820278,1,535
감나무,129.0432222,37.23177778,1,536
감나무,129.1425806,35.39283056,1,537
감나무,129.2061939,35.55563889,1,538
감나무,130.9101667,37.51280556,1,539
개다래,126.191617,34.284933,1,540
개다래,126.3684944,33.31194167,1,541
개다래,126.3857139,33.48805278,1,542
개다래,126.4422219,37.52527806,1,543
개다래,126.4655833,33.29169444,1,544
개다래,126.58675,33.31288889,1,545
개다래,126.6107811,36.42221111,1,546
개다래,126.6119444,36.275,1,547
개다래,126.6121667,33.42447222,1,548
개다래,126.6125,36.26777778,1,549
개다래,126.6364444,33.39188889,1,550
개다래,126.6560278,33.45386111,2,551
개다래,126.6611667,33.4305,1,552
개다래,126.6656528,36.45791111,1,553
개다래,126.6958028,36.27595833,1,554
개다래,126.704283,34.63606,1,555
개다래,126.7268611,35.36736111,1,556
개다래,126.84,34.61611111,2,557
개다래,126.842967,34.722231,1,558
개다래,126.8696169,37.88284694,1,559
개다래,126.8877778,35.325,1,560
개다래,126.9043056,34.86905556,1,561
개다래,126.9518189,37.76381694,1,562
개다래,126.9523056,37.30266667,1,563
개다래,126.9651111,36.64850611,1,564
개다래,126.98645,34.6884,1,565
개다래,127.0362689,36.68583306,1,566
개다래,127.0775281,36.55891694,1,567
개다래,127.0859722,34.934,1,568
개다래,127.0922,37.94498111,1,569
개다래,127.1536111,38.12811111,1,570
개다래,127.1562419,36.61441389,1,571
개다래,127.17475,35.17380556,1,572
개다래,127.199572,37.452426,1,573
개다래,127.2066333,35.90495278,1,574
개다래,127.206666,37.431108,1,575
개다래,127.2266111,34.93269444,1,576
개다래,127.2355,36.681,1,577
개다래,127.2362781,37.73238889,1,578
개다래,127.2676667,37.32472222,1,579
개다래,127.2858889,37.34772222,1,580
개다래,127.3010669,37.56414694,1,581
개다래,127.34075,37.39838889,1,582
개다래,127.3472222,36.03527778,1,583
개다래,127.3762222,37.41855556,1,584
개다래,127.3925,37.02682222,1,585
개다래,127.4102811,37.70764389,1,586
개다래,127.4157219,37.95602806,1,587
개다래,127.4412083,38.01566944,1,588
개다래,127.44674,37.14246,1,589
개다래,127.4886556,38.06535833,1,590
개다래,127.4961561,37.57880306,1,591
개다래,127.5142972,37.79080278,1,592
개다래,127.5533611,37.78341667,1,593
개다래,127.5558611,37.77788889,1,594
개다래,127.5658061,37.98191694,1,595
개다래,127.5899833,35.44993333,1,596
개다래,127.5986417,35.59708333,1,597
개다래,127.6195,37.80341694,1,598
개다래,127.62,37.80672222,1,599
개다래,127.6236667,37.84333333,1,600
개다래,127.6256111,37.96350833,3,601
개다래,127.6405833,37.92280556,1,602
개다래,127.6407778,35.45497222,1,603
개다래,127.64125,37.92838889,1,604
개다래,127.6478333,37.93636111,1,605
개다래,127.6478889,37.93686111,1,606
개다래,127.6486111,37.97988889,1,607
개다래,127.6590281,37.82686111,1,608
개다래,127.6788,37.13869722,2,609
개다래,127.6837611,37.13919722,2,610
개다래,127.6853139,37.14172778,6,611
개다래,127.6856944,36.06229167,2,612
개다래,127.6900278,37.93827778,1,613
개다래,127.6927778,37.14466667,1,614
개다래,127.6938056,37.14622222,9,615
개다래,127.7093719,35.74770306,1,616
개다래,127.7192222,35.21266667,1,617
개다래,127.7203975,37.07781222,1,618
개다래,127.7226389,35.21402778,1,619
개다래,127.7424219,35.72579694,1,620
개다래,127.7473611,35.23911111,1,621
개다래,127.7625581,35.72140806,1,622
개다래,127.7731667,35.236,1,623
개다래,127.7831389,37.07525,4,624
개다래,127.7865278,37.08219444,1,625
개다래,127.7940556,37.06186111,1,626
개다래,127.7989167,36.07577778,1,627
개다래,127.8086389,35.22158333,1,628
개다래,127.8225,37.86491694,1,629
개다래,127.8253333,37.20758333,4,630
개다래,127.8264722,36.09872222,1,631
개다래,127.8267222,37.201,3,632
개다래,127.8541939,37.73411111,4,633
개다래,127.8603331,37.95108306,1,634
개다래,127.8700833,36.05905556,1,635
개다래,127.8716389,37.75452806,4,636
개다래,127.8818417,37.25187778,1,637
개다래,127.9061611,38.17508611,1,638
개다래,127.9256189,35.59576389,1,639
개다래,127.9599722,37.12241667,2,640
개다래,127.9694722,37.13530556,1,641
개다래,128.0249167,36.09336111,2,642
개다래,128.03325,36.09186111,1,643
개다래,128.0382778,38.06736111,1,644
개다래,128.046707,36.724045,1,645
개다래,128.0670806,38.13162778,1,646
개다래,128.0745417,38.15891389,1,647
개다래,128.1039444,38.16292778,1,648
개다래,128.1327194,37.21160833,1,649
개다래,128.1491389,37.82816667,1,650
개다래,128.1498056,37.83738889,1,651
개다래,128.1664028,37.23953889,1,652
개다래,128.21625,37.43614444,1,653
개다래,128.225925,38.03006389,1,654
개다래,128.2284167,37.41321944,1,655
개다래,128.2635944,37.58476944,1,656
개다래,128.2712,37.38303889,1,657
개다래,128.2841111,38.06194444,1,658
개다래,128.2901944,37.82211111,1,659
개다래,128.2935278,37.82233333,1,660
개다래,128.2939722,37.82752778,1,661
개다래,128.2946611,37.40111667,1,662
개다래,128.3005556,37.67777778,1,663
개다래,128.3063417,37.36681111,1,664
개다래,128.3145278,37.85869444,1,665
개다래,128.3149444,37.86097222,1,666
개다래,128.3151333,37.31845556,1,667
