종,위도,경도,카운트
갈참나무,128.295467,36.255806,1
갈참나무,128.3,35.49166694,1
갈참나무,128.3039722,37.82316667,1
갈참나무,128.3054239,35.53974611,1
갈참나무,128.316325,37.31900833,1
갈참나무,128.3219919,35.46155306,1
갈참나무,128.3280811,35.64091111,2
갈참나무,128.3304439,35.64075,1
갈참나무,128.3347306,37.28854444,1
갈참나무,128.345725,37.19977222,1
갈참나무,128.3463331,35.58686111,1
갈참나무,128.351575,36.125462,1
갈참나무,128.3518889,37.20125556,1
갈참나무,128.3605556,36.48833333,1
갈참나무,128.3622222,37.10377222,1
갈참나무,128.3680806,37.06923889,1
갈참나무,128.370093,36.125145,1
갈참나무,128.3742306,37.19795278,1
갈참나무,128.3897222,36.30472222,1
갈참나무,128.3958333,35.18111111,1
갈참나무,128.4136111,35.19638889,1
갈참나무,128.41625,35.2025,1
갈참나무,128.440988,35.420503,1
갈참나무,128.4452194,37.09651667,1
갈참나무,128.451932,36.235292,1
갈참나무,128.4621861,37.03971389,1
갈참나무,128.4808556,37.23337778,1
갈참나무,128.48525,35.39611111,1
갈참나무,128.5116111,38.29722222,1
갈참나무,128.5119444,37.97138889,1
갈참나무,128.5215889,37.23556389,1
갈참나무,128.525,36.825,1
갈참나무,128.5361111,37.93522222,1
갈참나무,128.5388889,35.46305556,1
갈참나무,128.5612028,36.44469167,1
갈참나무,128.5652281,36.91770306,1
갈참나무,128.575,35.46666667,1
갈참나무,128.5994444,36.2575,1
갈참나무,128.6038389,37.08907222,1
갈참나무,128.6481111,35.73476389,1
갈참나무,128.6824111,37.09954444,1
갈참나무,128.6833331,36.85,1
갈참나무,128.6985028,35.79993333,2
갈참나무,128.7294,37.20014167,1
갈참나무,128.7322581,35.578075,1
갈참나무,128.7687778,36.50869444,1
갈참나무,128.7745281,35.69759,1
갈참나무,128.7886667,35.7686,1
갈참나무,128.8226689,35.57440611,1
갈참나무,128.8582833,35.82635,1
갈참나무,128.87465,35.82579444,1
갈참나무,128.9022778,37.14866667,1
갈참나무,128.9100028,35.27241111,1
갈참나무,128.9616417,37.27772222,1
갈참나무,128.9688889,35.64972194,1
갈참나무,128.975675,36.16165556,1
갈참나무,129.0223611,37.09416667,1
갈참나무,129.034234,35.820984,1
갈참나무,129.0464444,36.51952778,1
갈참나무,129.0588083,37.41692222,1
갈참나무,129.0768831,35.5028,1
갈참나무,129.0821833,37.44305556,1
갈참나무,129.1080833,36.31369444,1
갈참나무,129.1109169,35.63870611,1
갈참나무,129.1324778,35.32010556,1
갈참나무,129.1373028,35.40081944,1
갈참나무,129.1503333,37.09080556,1
갈참나무,129.1525,35.76166667,1
갈참나무,129.1579444,37.12152778,1
갈참나무,129.2014861,36.73380556,1
갈참나무,129.2583581,35.61317194,1
갈참나무,129.3711111,36.60444444,1
갈참나무,129.3854831,36.9633,1
갈참나무,129.3986831,36.86458306,1
갈참나무,129.3992469,36.87096694,1
갈참나무,129.4163361,35.89073611,1
감나무,125.6889917,37.66815,1
감나무,126.1068611,37.16975,1
감나무,126.1206944,37.22161111,1
감나무,126.1469444,35.29388889,1
감나무,126.1999722,37.666183,1
감나무,126.2936944,33.95622222,1
감나무,126.382675,34.60314722,1
감나무,126.4454719,37.00222194,1
감나무,126.4516806,36.36026944,1
감나무,126.4815139,33.24524444,1
감나무,126.5478056,33.24363889,1
감나무,126.5522222,35.18583333,1
감나무,126.5887781,36.72711111,1
감나무,126.5975,35.2675,1
감나무,126.5978056,33.52694444,1
감나무,126.6035169,36.76194389,1
감나무,126.6086667,33.24172222,1
감나무,126.6100833,33.24125,1
감나무,126.6108333,33.24175,1
감나무,126.6174439,36.53027806,1
감나무,126.6734833,36.11881944,1
감나무,126.6775,33.54744444,1
감나무,126.6858333,34.35805556,1
감나무,126.6958028,36.27595833,1
감나무,126.7097778,33.51783333,1
감나무,126.7122778,33.51727778,1
감나무,126.7153611,33.51863889,1
감나무,126.7353139,35.91985833,1
감나무,126.7993278,36.07707222,1
감나무,126.8053056,33.47622222,1
감나무,126.8056667,36.44138889,1
감나무,126.8069722,33.47736111,1
감나무,126.8085556,33.47658333,1
감나무,126.84015,34.58236667,1
감나무,126.8998889,33.50172222,1
감나무,126.9008333,36.20502778,1
감나무,126.9022778,33.50172222,1
감나무,126.907,36.42113889,1
감나무,126.9311,34.54773333,1
감나무,127.0049722,37.34802778,1
감나무,127.0246111,36.48052778,1
감나무,127.0545,37.3125,1
감나무,127.0651389,36.34969444,1
감나무,127.0660861,34.44526667,1
감나무,127.0911111,35.99166667,1
감나무,127.1803611,34.7893,1
감나무,127.1908667,35.34088333,1
감나무,127.2033056,36.21616667,1
감나무,127.2676944,37.4825,1
감나무,127.2722281,37.56869389,1
감나무,127.2848889,37.36472222,1
감나무,127.2874444,37.36597222,1
감나무,127.2920667,34.53506111,1
감나무,127.3073806,34.79879722,1
감나무,127.3182111,34.80687778,1
감나무,127.3536111,36.02472222,1
감나무,127.3626333,37.061975,1
감나무,127.3806611,34.54081667,1
감나무,127.3967222,37.46427778,1
감나무,127.5059806,34.971625,1
감나무,127.5468333,36.45863889,1
감나무,127.5523111,36.83646389,1
감나무,127.5733611,36.46591667,1
감나무,127.5893611,36.45611111,1
감나무,127.6190278,35.44188889,1
감나무,127.6206944,36.20972222,1
감나무,127.6669194,36.21781111,1
감나무,127.6711583,36.21115833,1
감나무,127.7082056,34.73893889,1
감나무,127.7635,36.02125,1
감나무,127.7745278,36.03761111,1
감나무,127.7780278,36.12322222,1
감나무,127.7996111,36.17311111,1
감나무,127.8159722,36.19305556,1
감나무,127.8700306,34.83573056,1
감나무,127.8946667,36.16694444,1
감나무,127.8990556,36.14397222,1
감나무,127.9299167,36.18663889,1
감나무,127.9376083,34.79166667,1
감나무,127.9628889,36.21208333,1
감나무,127.9683056,36.23127778,1
감나무,127.98,36.23980556,1
감나무,128.0184167,36.08027778,2
감나무,128.0427778,36.13447222,1
감나무,128.089737,36.654335,1
감나무,128.1020833,36.14708333,1
감나무,128.1208056,36.09894444,1
감나무,128.1522389,38.09045,1
감나무,128.1892694,34.69905,1
감나무,128.2133333,35.325,1
감나무,128.2887889,34.63648889,1
감나무,128.3325556,36.97752778,1
감나무,128.39571,34.84863,1
감나무,128.5612028,36.44469167,1
감나무,128.6120556,37.97238889,1
감나무,128.6499581,35.74376111,1
감나무,128.9268778,35.87993056,1
감나무,128.9286028,35.88259722,1
감나무,128.9287278,35.88441111,1
감나무,128.9494556,36.15820278,1
감나무,129.0432222,37.23177778,1
감나무,129.1425806,35.39283056,1
감나무,129.2061939,35.55563889,1
감나무,130.9101667,37.51280556,1
개다래,126.191617,34.284933,1
개다래,126.3684944,33.31194167,1
개다래,126.3857139,33.48805278,1
개다래,126.4422219,37.52527806,1
개다래,126.4655833,33.29169444,1
개다래,126.58675,33.31288889,1
개다래,126.6107811,36.42221111,1
개다래,126.6119444,36.275,1
개다래,126.6121667,33.42447222,1
개다래,126.6125,36.26777778,1
개다래,126.6364444,33.39188889,1
개다래,126.6560278,33.45386111,2
개다래,126.6611667,33.4305,1
개다래,126.6656528,36.45791111,1
개다래,126.6958028,36.27595833,1
개다래,126.704283,34.63606,1
개다래,126.7268611,35.36736111,1
개다래,126.84,34.61611111,2
개다래,126.842967,34.722231,1
개다래,126.8696169,37.88284694,1
개다래,126.8877778,35.325,1
개다래,126.9043056,34.86905556,1
개다래,126.9518189,37.76381694,1
개다래,126.9523056,37.30266667,1
개다래,126.9651111,36.64850611,1
개다래,126.98645,34.6884,1
개다래,127.0362689,36.68583306,1
개다래,127.0775281,36.55891694,1
개다래,127.0859722,34.934,1
개다래,127.0922,37.94498111,1
개다래,127.1536111,38.12811111,1
개다래,127.1562419,36.61441389,1
개다래,127.17475,35.17380556,1
개다래,127.199572,37.452426,1
개다래,127.2066333,35.90495278,1
개다래,127.206666,37.431108,1
개다래,127.2266111,34.93269444,1
개다래,127.2355,36.681,1
개다래,127.2362781,37.73238889,1
개다래,127.2676667,37.32472222,1
개다래,127.2858889,37.34772222,1
개다래,127.3010669,37.56414694,1
개다래,127.34075,37.39838889,1
개다래,127.3472222,36.03527778,1
개다래,127.3762222,37.41855556,1
개다래,127.3925,37.02682222,1
개다래,127.4102811,37.70764389,1
개다래,127.4157219,37.95602806,1
개다래,127.4412083,38.01566944,1
개다래,127.44674,37.14246,1
개다래,127.4886556,38.06535833,1
개다래,127.4961561,37.57880306,1
개다래,127.5142972,37.79080278,1
개다래,127.5533611,37.78341667,1
개다래,127.5558611,37.77788889,1
개다래,127.5658061,37.98191694,1
개다래,127.5899833,35.44993333,1
개다래,127.5986417,35.59708333,1
개다래,127.6195,37.80341694,1
개다래,127.62,37.80672222,1
개다래,127.6236667,37.84333333,1
개다래,127.6256111,37.96350833,3
개다래,127.6405833,37.92280556,1
개다래,127.6407778,35.45497222,1
개다래,127.64125,37.92838889,1
개다래,127.6478333,37.93636111,1
개다래,127.6478889,37.93686111,1
개다래,127.6486111,37.97988889,1
개다래,127.6590281,37.82686111,1
개다래,127.6788,37.13869722,2
개다래,127.6837611,37.13919722,2
개다래,127.6853139,37.14172778,6
개다래,127.6856944,36.06229167,2
개다래,127.6900278,37.93827778,1
개다래,127.6927778,37.14466667,1
개다래,127.6938056,37.14622222,9
개다래,127.7093719,35.74770306,1
개다래,127.7192222,35.21266667,1
개다래,127.7203975,37.07781222,1
개다래,127.7226389,35.21402778,1
개다래,127.7424219,35.72579694,1
개다래,127.7473611,35.23911111,1
개다래,127.7625581,35.72140806,1
개다래,127.7731667,35.236,1
개다래,127.7831389,37.07525,4
개다래,127.7865278,37.08219444,1
개다래,127.7940556,37.06186111,1
개다래,127.7989167,36.07577778,1
개다래,127.8086389,35.22158333,1
개다래,127.8225,37.86491694,1
개다래,127.8253333,37.20758333,4
개다래,127.8264722,36.09872222,1
개다래,127.8267222,37.201,3
개다래,127.8541939,37.73411111,4
개다래,127.8603331,37.95108306,1
개다래,127.8700833,36.05905556,1
개다래,127.8716389,37.75452806,4
개다래,127.8818417,37.25187778,1
개다래,127.9061611,38.17508611,1
개다래,127.9256189,35.59576389,1
개다래,127.9599722,37.12241667,2
개다래,127.9694722,37.13530556,1
개다래,128.0249167,36.09336111,2
개다래,128.03325,36.09186111,1
개다래,128.0382778,38.06736111,1
개다래,128.046707,36.724045,1
개다래,128.0670806,38.13162778,1
개다래,128.0745417,38.15891389,1
개다래,128.1039444,38.16292778,1
개다래,128.1327194,37.21160833,1
개다래,128.1491389,37.82816667,1
개다래,128.1498056,37.83738889,1
개다래,128.1664028,37.23953889,1
개다래,128.21625,37.43614444,1
개다래,128.225925,38.03006389,1
개다래,128.2284167,37.41321944,1
개다래,128.2635944,37.58476944,1
개다래,128.2712,37.38303889,1
개다래,128.2841111,38.06194444,1
개다래,128.2901944,37.82211111,1
개다래,128.2935278,37.82233333,1
개다래,128.2939722,37.82752778,1
개다래,128.2946611,37.40111667,1
개다래,128.3005556,37.67777778,1
개다래,128.3063417,37.36681111,1
개다래,128.3145278,37.85869444,1
개다래,128.3149444,37.86097222,1
개다래,128.3151333,37.31845556,1
개다래,128.3178056,37.77058333,1
개다래,128.33175,37.84805556,1
개다래,128.3499167,37.84016667,1
개다래,128.3561389,37.808,1
개다래,128.3870833,37.78794444,1
개다래,128.3905278,37.78927778,1
개다래,128.410507,37.203996,1
개다래,128.4140556,37.79722222,1
개다래,128.4195083,37.02160556,1
개다래,128.4218056,37.85533333,1
개다래,128.4487333,37.0674,1
개다래,128.4502722,37.05700833,1
개다래,128.5079833,37.41083333,1
개다래,128.5203917,37.53836111,1
개다래,128.5288611,37.93955556,1
개다래,128.5485833,37.93916667,1
개다래,128.555675,36.192623,1
개다래,128.5621439,36.91604194,1
개다래,128.5700278,37.64555556,1
개다래,128.5896361,37.08086667,1
개다래,128.5940361,37.1694,1
개다래,128.6047111,37.11436389,1
개다래,128.6257222,37.59825,1
개다래,128.6495,37.61494444,1
개다래,128.6538333,37.61122222,1
개다래,128.6641111,37.61180556,1
개다래,128.67025,37.60555556,1
개다래,128.6705556,37.60863889,1
개다래,128.6755556,37.98805556,1
개다래,128.7017944,37.09778611,1
개다래,128.7322806,37.20132778,1
개다래,128.7615556,37.54241667,1
개다래,128.7756778,37.21155833,1
개다래,128.8026944,37.53136111,1
개다래,128.8129581,36.99890806,1
개다래,128.8394722,37.57130556,1
개다래,128.8483,37.25315278,1
개다래,128.9393889,37.15608333,1
개다래,128.9707111,37.27825556,1
개다래,129.0464444,37.04738889,1
개다래,129.0598889,37.10283333,1
개다래,129.0628889,37.18294444,1
개다래,129.0656439,36.96704194,1
개다래,129.0658281,36.967475,1
개다래,129.0743333,37.11580556,1
개다래,129.0771111,37.11491667,1
개다래,129.0897861,36.80905806,1
개다래,129.1290278,37.00358333,1
개다래,129.1450278,37.09,1
개다래,129.1808361,36.94135306,1
개다래,129.2149361,36.793825,1
개다래,129.2202222,36.64311111,1
개다래,129.3097889,36.98874194,1
개다래,129.3337061,36.78266694,1
개다래,129.3419444,36.635,1
개다래,129.3786719,35.63738889,1
개다래,129.3833639,36.96159694,1
개다래,129.3940831,36.86801694,1
개다래,129.3973219,35.59046389,1
개다래,129.3986831,36.86458306,1
개다래,130.8590083,37.50394167,1
개다래,130.9057778,37.51358333,1
개다래,130.9098611,37.51233333,1
개다래,130.9101667,37.51280556,2
개옻나무,124.7131939,37.82847194,1
개옻나무,125.95225,34.77525,1
개옻나무,126.106,37.17791667,1
개옻나무,126.1213889,37.23180556,1
개옻나무,126.1238611,37.21672222,1
개옻나무,126.126325,34.70881389,1
개옻나무,126.1326944,37.22263889,1
개옻나무,126.1480556,35.28194444,1
개옻나무,126.16575,37.21875,1
개옻나무,126.33525,36.45411111,1
개옻나무,126.3848061,36.44038889,1
